Basal.ID,Basal.Site.Comm.Id,Basal.Site,Basal.Community,Basal.Plot.ID,Basal.Species,Basal.Diameter,Basal.Height,Basal.Live.Dead,Basal.Damage
46,7,Manns.Harbor,Forest,2,NYBI,16,10,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,7,6,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,5.5,8,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,8.5,6,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,14,11,L,NA
46,7,Manns.Harbor,Forest,2,ACRU,13,8,L,NA
46,7,Manns.Harbor,Forest,2,ACRU,16,10,L,NA
46,7,Manns.Harbor,Forest,2,ACRU,7,6,L,NA
46,7,Manns.Harbor,Forest,2,PITA,19,13,L,NA
46,7,Manns.Harbor,Forest,2,MYCE,6.5,5,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,12,6,L,NA
46,7,Manns.Harbor,Forest,2,PEPA,9.5,6,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,8,7,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,6,8,L,NA
46,7,Manns.Harbor,Forest,2,ACRU,22.5,4,D,NA
46,7,Manns.Harbor,Forest,2,NYBI,10,7,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,13.8,11,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,13.2,8,L,NA
46,7,Manns.Harbor,Forest,2,PEPA,7,4,L,NA
46,7,Manns.Harbor,Forest,2,ACRU,16,11,D,NA
46,7,Manns.Harbor,Forest,2,NYBI,12,10,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,8,7,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,7,7,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,12,10,L,NA
46,7,Manns.Harbor,Forest,2,MYCE,6.2,6,L,NA
46,7,Manns.Harbor,Forest,2,MYCE,5,4,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,10.1,11,L,NA
46,7,Manns.Harbor,Forest,2,PEPA,12.5,8,L,NA
46,7,Manns.Harbor,Forest,2,ACRU,10.5,7,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,10.5,8,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,8,8,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,8.5,7,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,9.5,7,L,NA
46,7,Manns.Harbor,Forest,2,NYBI,8.7,6,L,NA
46,7,Manns.Harbor,Forest,2,MYCE,8,4,L,NA
46,7,Manns.Harbor,Forest,2,ACRU,13,7,L,NA
46,7,Manns.Harbor,Forest,2,ACRU,8,6,L,NA
46,7,Manns.Harbor,Forest,2,PEPA,10,6,L,NA
46,7,Manns.Harbor,Forest,2,PEPA,7,6,L,NA
47,7,Manns.Harbor,Forest,4,PISE,16.6,10,L,NA
47,7,Manns.Harbor,Forest,4,ACRU,6.5,4,D,NA
47,7,Manns.Harbor,Forest,4,PISE,18.3,9,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,7.2,3,L,NA
47,7,Manns.Harbor,Forest,4,PISE,18.1,7,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,6,4,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,7,6,L,NA
47,7,Manns.Harbor,Forest,4,MYCE,6.5,4,L,NA
47,7,Manns.Harbor,Forest,4,MYCE,6.5,4,L,NA
47,7,Manns.Harbor,Forest,4,PISE,16.8,8,L,NA
47,7,Manns.Harbor,Forest,4,MYCE,6.4,5,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,7,5,L,NA
47,7,Manns.Harbor,Forest,4,PISE,18.5,9,L,NA
47,7,Manns.Harbor,Forest,4,ACRU,11.5,7,L,NA
47,7,Manns.Harbor,Forest,4,ACRU,21.5,10,L,NA
47,7,Manns.Harbor,Forest,4,PISE,13.8,9,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,5.9,4,L,NA
47,7,Manns.Harbor,Forest,4,PISE,12.5,7,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,9.8,5,L,NA
47,7,Manns.Harbor,Forest,4,PISE,11.2,7,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,6,6,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,6,6,L,NA
47,7,Manns.Harbor,Forest,4,PISE,14.4,10,L,NA
47,7,Manns.Harbor,Forest,4,PISE,10.5,5,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,6,6,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,7,5,L,NA
47,7,Manns.Harbor,Forest,4,PISE,21,8,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,7.5,5,L,NA
47,7,Manns.Harbor,Forest,4,PISE,8.4,6,L,NA
47,7,Manns.Harbor,Forest,4,PISE,9,4,L,NA
47,7,Manns.Harbor,Forest,4,PISE,18.5,10,L,NA
47,7,Manns.Harbor,Forest,4,PISE,26,12,L,NA
47,7,Manns.Harbor,Forest,4,PISE,16.8,7,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,7.5,4.5,L,NA
47,7,Manns.Harbor,Forest,4,PEPA,5.8,5.5,L,NA
47,7,Manns.Harbor,Forest,4,PISE,19.8,8,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,8.4,7,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,14.4,15,L,NA
48,7,Manns.Harbor,Forest,5,ACRU,9.7,13,L,NA
48,7,Manns.Harbor,Forest,5,ACRU,9.5,12,L,NA
48,7,Manns.Harbor,Forest,5,ACRU,8.6,12,L,NA
48,7,Manns.Harbor,Forest,5,ACRU,7,13,L,NA
48,7,Manns.Harbor,Forest,5,ACRU,5.6,10,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,10.5,10,L,NA
48,7,Manns.Harbor,Forest,5,PISE,23.1,16,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,8.5,4,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,7,2,D,NA
48,7,Manns.Harbor,Forest,5,LYLI,5,2,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,7,2,D,NA
48,7,Manns.Harbor,Forest,5,PISE,26.4,20,L,NA
48,7,Manns.Harbor,Forest,5,MYCE,6.7,2,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,8.2,15,L,NA
48,7,Manns.Harbor,Forest,5,PISE,14.7,16,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,7.7,8,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,18.4,13,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,10.5,7,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,10.7,6,L,NA
48,7,Manns.Harbor,Forest,5,PISE,26.7,18,L,BL
48,7,Manns.Harbor,Forest,5,PEPA,11,8,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,5.5,4,L,NA
48,7,Manns.Harbor,Forest,5,PISE,19.1,16,L,BL
48,7,Manns.Harbor,Forest,5,PEPA,9.9,7,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,11.7,12,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,17.2,17,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,7,2.5,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,12,12,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,8.3,12,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,13.7,15,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,8.6,5,D,NA
48,7,Manns.Harbor,Forest,5,PISE,19,10,D,BL
48,7,Manns.Harbor,Forest,5,PEPA,11.3,13,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,9,4,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,9,6,L,NA
48,7,Manns.Harbor,Forest,5,PISE,25.3,20,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,9,10,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,19,4,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,9,12,L,NA
48,7,Manns.Harbor,Forest,5,PISE,23.2,21,L,NA
48,7,Manns.Harbor,Forest,5,PISE,20,21,L,BL
48,7,Manns.Harbor,Forest,5,ACRU,9.8,8,L,NA
48,7,Manns.Harbor,Forest,5,ACRU,7.8,8,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,11,10,L,NA
48,7,Manns.Harbor,Forest,5,PISE,20.9,20,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,15,7,L,NA
48,7,Manns.Harbor,Forest,5,PISE,13.5,NA,D,L
48,7,Manns.Harbor,Forest,5,PEPA,10.5,10,L,NA
48,7,Manns.Harbor,Forest,5,PISE,19.3,NA,D,S
48,7,Manns.Harbor,Forest,5,PEPA,6.8,7,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,20.1,13,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,7.5,2.5,D,NA
48,7,Manns.Harbor,Forest,5,LYLI,5.3,2,L,NA
48,7,Manns.Harbor,Forest,5,PISE,30,21,L,L
48,7,Manns.Harbor,Forest,5,PISE,20.5,16,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,7,8,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,7.5,5,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,7.5,4,D,NA
48,7,Manns.Harbor,Forest,5,PISE,20.1,19,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,11,3,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,10,13,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,8.2,10,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,20.5,15,L,NA
48,7,Manns.Harbor,Forest,5,PISE,30.5,20,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,11.4,14,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,7.8,7,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,11.6,12,L,NA
48,7,Manns.Harbor,Forest,5,PISE,14.4,14,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,10,3.5,D,NA
48,7,Manns.Harbor,Forest,5,PISE,22,12,D,NA
48,7,Manns.Harbor,Forest,5,PISE,11.5,4,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,9,8,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,13,10,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,12,12,L,NA
48,7,Manns.Harbor,Forest,5,PISE,23.9,20,L,NA
48,7,Manns.Harbor,Forest,5,ACRU,16.5,15,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,5.5,4,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,10,11,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,6,6,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,9.2,8,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,8.2,3,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,10,9,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,12.2,13,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,10.9,11,L,NA
48,7,Manns.Harbor,Forest,5,PEPA,9.1,5,D,NA
48,7,Manns.Harbor,Forest,5,PEPA,12.4,9,L,NA
48,7,Manns.Harbor,Forest,5,PISE,24.5,22,L,NA
48,7,Manns.Harbor,Forest,5,PISE,14.1,8,D,NA
48,7,Manns.Harbor,Forest,5,PISE,18.2,19,L,NA
48,7,Manns.Harbor,Forest,5,PISE,25.9,22,L,NA
48,7,Manns.Harbor,Forest,5,PISE,13.8,10,L,BL
48,7,Manns.Harbor,Forest,5,LYLI,5.7,4,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.2,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.3,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,10.9,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,5.5,3,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,6.7,2,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,11.8,4,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,10.2,3,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,6.3,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,8.5,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,11.5,8,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,15.5,9,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,6.7,8,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,14.2,8,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,11.8,9,L,NA
49,7,Manns.Harbor,Forest,6,MYCE,5,4,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,5.1,6,L,NA
49,7,Manns.Harbor,Forest,6,PISE,21.5,12,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,13.5,8.5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,9.8,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.5,6,L,NA
49,7,Manns.Harbor,Forest,6,PISE,36.9,18,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,25,8,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,5,7,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.5,7,L,NA
49,7,Manns.Harbor,Forest,6,LYLI,5,4,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.5,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,14.5,7,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.5,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.5,7,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,6.2,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,10.5,9,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.5,7,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.5,6,L,NA
49,7,Manns.Harbor,Forest,6,MYCE,8,4,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,15.5,10,L,NA
49,7,Manns.Harbor,Forest,6,MYCE,9.5,6,L,NA
49,7,Manns.Harbor,Forest,6,MYCE,6.1,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.3,7,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,6.1,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.5,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,13,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7,6.5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,9.3,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,12.5,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,12,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,9.8,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,10.5,7,L,NA
49,7,Manns.Harbor,Forest,6,ACRU,17,14,L,NA
49,7,Manns.Harbor,Forest,6,ACRU,11.5,10,L,NA
49,7,Manns.Harbor,Forest,6,ACRU,21.4,16,L,NA
49,7,Manns.Harbor,Forest,6,ACRU,7.1,8,L,NA
49,7,Manns.Harbor,Forest,6,LYLI,5.5,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,9.3,9,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,8.2,8,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,5.8,4,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,8,10,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.9,10,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,8,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,14,10,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,16,10,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,12,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,11.5,8,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,12,6.5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,10,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7.2,4,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,9.5,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,5,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7,7,L,NA
49,7,Manns.Harbor,Forest,6,PISE,31,21,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7,6,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,9.5,4,L,NA
49,7,Manns.Harbor,Forest,6,PISE,23.5,10,L,T
49,7,Manns.Harbor,Forest,6,PEPA,7,5,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,7,4,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,9,8,L,NA
49,7,Manns.Harbor,Forest,6,PEPA,9,8,D,NA
49,7,Manns.Harbor,Forest,6,PEPA,5,6,D,NA
50,8,Manns.Harbor,Marsh,10,NA,NA,NA,NA,NA
51,8,Manns.Harbor,Marsh,11,NA,NA,NA,NA,NA
52,8,Manns.Harbor,Marsh,2,NA,NA,NA,NA,NA
53,8,Manns.Harbor,Marsh,3,NA,NA,NA,NA,NA
54,8,Manns.Harbor,Marsh,4,NA,NA,NA,NA,NA
55,8,Manns.Harbor,Marsh,5,NA,NA,NA,NA,NA
56,8,Manns.Harbor,Marsh,7,NA,NA,NA,NA,NA
57,9,Manns.Harbor,Transition,1,JUVI,6,3,L,NA
57,9,Manns.Harbor,Transition,1,MYCE,6.4,3.5,L,NA
57,9,Manns.Harbor,Transition,1,PEPA,12,5,L,NA
57,9,Manns.Harbor,Transition,1,PISE,8.1,5,L,NA
57,9,Manns.Harbor,Transition,1,JUVI,5,3,L,NA
57,9,Manns.Harbor,Transition,1,JUVI,5,3,L,NA
57,9,Manns.Harbor,Transition,1,JUVI,5,3,L,NA
58,9,Manns.Harbor,Transition,2,PISE,20.9,8,L,NA
58,9,Manns.Harbor,Transition,2,ACRU,25,8,D,NA
58,9,Manns.Harbor,Transition,2,ACRU,9,7,L,NA
58,9,Manns.Harbor,Transition,2,ACRU,11,7,L,NA
58,9,Manns.Harbor,Transition,2,JUVI,12,5,L,NA
58,9,Manns.Harbor,Transition,2,JUVI,10,4.5,L,NA
59,9,Manns.Harbor,Transition,3,PEPA,10,1.8,L,NA
59,9,Manns.Harbor,Transition,3,JUVI,9.5,4,L,NA
59,9,Manns.Harbor,Transition,3,JUVI,19,6,L,NA
59,9,Manns.Harbor,Transition,3,JUVI,8.5,5,L,NA
59,9,Manns.Harbor,Transition,3,JUVI,5.5,3.5,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,14,4,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,10.8,4,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,15.5,4,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,6,4,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,7.5,4,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,8,3,D,NA
60,9,Manns.Harbor,Transition,4,JUVI,9,3.5,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,8.5,4,L,NA
60,9,Manns.Harbor,Transition,4,PEPA,7.5,1.3,D,NA
60,9,Manns.Harbor,Transition,4,JUVI,10,4,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,20,5.5,L,NA
60,9,Manns.Harbor,Transition,4,JUVI,20,4,L,T
61,9,Manns.Harbor,Transition,5,PISE,2.5,NA,D,S
61,9,Manns.Harbor,Transition,5,PISE,15.4,5,L,NA
61,9,Manns.Harbor,Transition,5,PISE,16.9,8,L,NA
62,9,Manns.Harbor,Transition,6,PISE,18.4,7,D,NA
62,9,Manns.Harbor,Transition,6,PEPA,8.5,4.5,L,NA
62,9,Manns.Harbor,Transition,6,PEPA,10.2,5.5,L,NA
62,9,Manns.Harbor,Transition,6,PISE,13,6,D,NA
62,9,Manns.Harbor,Transition,6,PEPA,5,4.5,L,NA
62,9,Manns.Harbor,Transition,6,PEPA,10,4.5,L,NA
62,9,Manns.Harbor,Transition,6,PEPA,6,3.75,L,NA
63,9,Manns.Harbor,Transition,7,ACRU,0.5,0.3,L,NA
63,9,Manns.Harbor,Transition,7,PISE,8.5,3.5,D,NA
64,10,Palmetto.Peartree,Forest,11,PITA,7.1,2,L,NA
64,10,Palmetto.Peartree,Forest,11,PITA,46,25,L,BL
64,10,Palmetto.Peartree,Forest,11,MYCE,5,2,L,S
64,10,Palmetto.Peartree,Forest,11,PITA,39.8,15,D,S
64,10,Palmetto.Peartree,Forest,11,NYBI,10.5,2,L,S
64,10,Palmetto.Peartree,Forest,11,PITA,40.3,25,L,BL
64,10,Palmetto.Peartree,Forest,11,PITA,35,NA,D,T
64,10,Palmetto.Peartree,Forest,11,PITA,6.6,4,L,NA
64,10,Palmetto.Peartree,Forest,11,PITA,36.3,14,D,S
64,10,Palmetto.Peartree,Forest,11,PITA,33.5,25,L,BL
64,10,Palmetto.Peartree,Forest,11,PITA,29.9,22,L,BL
64,10,Palmetto.Peartree,Forest,11,PITA,33.8,22,L,BL
64,10,Palmetto.Peartree,Forest,11,LIST,11.8,5,L,S
64,10,Palmetto.Peartree,Forest,11,PITA,31.3,23,L,BL
64,10,Palmetto.Peartree,Forest,11,PITA,35,NA,D,T
64,10,Palmetto.Peartree,Forest,11,LIST,6.5,4,L,NA
64,10,Palmetto.Peartree,Forest,11,PITA,46.3,24,L,BL
64,10,Palmetto.Peartree,Forest,11,PITA,30.6,22,L,BL
65,10,Palmetto.Peartree,Forest,13,ACRU,25.7,15,L,BL
65,10,Palmetto.Peartree,Forest,13,PITA,27.7,23,L,BL
65,10,Palmetto.Peartree,Forest,13,PITA,31.7,25,L,NA
65,10,Palmetto.Peartree,Forest,13,LIST,11.5,7,L,NA
65,10,Palmetto.Peartree,Forest,13,LIST,11.5,6,L,NA
65,10,Palmetto.Peartree,Forest,13,LIST,17,10,L,NA
65,10,Palmetto.Peartree,Forest,13,LIST,11.5,9,L,NA
65,10,Palmetto.Peartree,Forest,13,PITA,34.6,25,L,BL
65,10,Palmetto.Peartree,Forest,13,PEPA,6.5,5,L,NA
65,10,Palmetto.Peartree,Forest,13,PITA,34.2,25,L,BL
65,10,Palmetto.Peartree,Forest,13,PITA,41.5,25,L,BL
65,10,Palmetto.Peartree,Forest,13,PITA,35.7,25,L,BL
65,10,Palmetto.Peartree,Forest,13,PITA,39.9,25,L,BL
65,10,Palmetto.Peartree,Forest,13,ACRU,21.5,3,D,NA
65,10,Palmetto.Peartree,Forest,13,PITA,31.5,24,L,BL
65,10,Palmetto.Peartree,Forest,13,LIST,18.6,13,L,NA
65,10,Palmetto.Peartree,Forest,13,PITA,38.5,24,L,SBL
65,10,Palmetto.Peartree,Forest,13,PITA,41.7,26,L,NA
65,10,Palmetto.Peartree,Forest,13,LIST,14.7,13,L,NA
65,10,Palmetto.Peartree,Forest,13,PITA,31.3,22,L,BL
65,10,Palmetto.Peartree,Forest,13,PITA,37.8,23,L,BL
65,10,Palmetto.Peartree,Forest,13,LIST,15,6,L,NA
65,10,Palmetto.Peartree,Forest,13,LIST,9.4,4,L,NA
65,10,Palmetto.Peartree,Forest,13,LIST,10.3,6,L,NA
65,10,Palmetto.Peartree,Forest,13,PITA,37.9,24,L,BL
65,10,Palmetto.Peartree,Forest,13,LIST,22.3,15,L,BL
65,10,Palmetto.Peartree,Forest,13,LIST,16.8,13,L,S
65,10,Palmetto.Peartree,Forest,13,PITA,38.1,24,L,BL
66,10,Palmetto.Peartree,Forest,2,ACRU,8.1,7,L,NA
66,10,Palmetto.Peartree,Forest,2,ACRU,19.2,14.5,L,BL
66,10,Palmetto.Peartree,Forest,2,LIST,7.8,3,L,NA
66,10,Palmetto.Peartree,Forest,2,ACRU,10.5,5,D,NA
66,10,Palmetto.Peartree,Forest,2,ACRU,23.4,14,L,NA
66,10,Palmetto.Peartree,Forest,2,ACRU,11.6,7,L,NA
66,10,Palmetto.Peartree,Forest,2,PITA,29.5,23,L,BL
66,10,Palmetto.Peartree,Forest,2,LIST,8.1,4,L,NA
66,10,Palmetto.Peartree,Forest,2,PITA,21.8,14,D,S
66,10,Palmetto.Peartree,Forest,2,LIST,18.8,14,L,NA
66,10,Palmetto.Peartree,Forest,2,PITA,44.8,25,L,BL
66,10,Palmetto.Peartree,Forest,2,LIST,9.7,5,L,NA
66,10,Palmetto.Peartree,Forest,2,PITA,29.8,20,L,SBL
66,10,Palmetto.Peartree,Forest,2,ACRU,11.3,10,L,NA
66,10,Palmetto.Peartree,Forest,2,PEPA,6,4,L,NA
66,10,Palmetto.Peartree,Forest,2,NYBI,21.8,13,L,BL
66,10,Palmetto.Peartree,Forest,2,PITA,47.4,26,L,BL
66,10,Palmetto.Peartree,Forest,2,NYBI,19,14,L,NA
66,10,Palmetto.Peartree,Forest,2,PITA,33.3,21,L,BL
66,10,Palmetto.Peartree,Forest,2,LIST,12.9,11,L,NA
66,10,Palmetto.Peartree,Forest,2,NYBI,20.9,12,L,NA
66,10,Palmetto.Peartree,Forest,2,PITA,46.1,24,L,BL
66,10,Palmetto.Peartree,Forest,2,PEPA,5.2,5,L,NA
66,10,Palmetto.Peartree,Forest,2,PITA,46.8,25,L,BL
66,10,Palmetto.Peartree,Forest,2,NYBI,17.6,11,L,NA
66,10,Palmetto.Peartree,Forest,2,NYBI,18,11,L,NA
66,10,Palmetto.Peartree,Forest,2,ACRU,8.1,10,L,NA
66,10,Palmetto.Peartree,Forest,2,PITA,41.1,24,L,BL
67,10,Palmetto.Peartree,Forest,20,LIST,4.5,4,L,NA
67,10,Palmetto.Peartree,Forest,20,PITA,40.5,20,L,BL
67,10,Palmetto.Peartree,Forest,20,PITA,57.5,24,L,BL
67,10,Palmetto.Peartree,Forest,20,PITA,41,20,L,BL
67,10,Palmetto.Peartree,Forest,20,QULA,5,4,L,NA
67,10,Palmetto.Peartree,Forest,20,LIST,5,3,L,NA
67,10,Palmetto.Peartree,Forest,20,MYCE,5,4,L,NA
67,10,Palmetto.Peartree,Forest,20,MYCE,5,4,L,NA
67,10,Palmetto.Peartree,Forest,20,PITA,53.3,21,L,BL
67,10,Palmetto.Peartree,Forest,20,PITA,44,5,D,NA
67,10,Palmetto.Peartree,Forest,20,ILVO,8.9,5,L,NA
67,10,Palmetto.Peartree,Forest,20,PITA,51,20,L,BL
67,10,Palmetto.Peartree,Forest,20,LIST,5,4.5,L,NA
67,10,Palmetto.Peartree,Forest,20,MYCE,5,5,L,NA
67,10,Palmetto.Peartree,Forest,20,QULA,36.3,12,L,SBL
68,10,Palmetto.Peartree,Forest,4,PITA,9.1,4,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,55,24,L,BL
68,10,Palmetto.Peartree,Forest,4,MYCE,5,3,L,NA
68,10,Palmetto.Peartree,Forest,4,MYCE,5,3,L,NA
68,10,Palmetto.Peartree,Forest,4,MYCE,5,3,L,NA
68,10,Palmetto.Peartree,Forest,4,LIST,5,3.5,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,42.1,24,L,BL
68,10,Palmetto.Peartree,Forest,4,LIST,5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,ACRU,5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,ACRU,5.5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,ACRU,6,4,L,NA
68,10,Palmetto.Peartree,Forest,4,NYBI,6,4.5,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,7,4,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,7.5,5,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,7,4.5,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,7,4.5,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,8.5,6,L,NA
