Basal.Site,Basal.Community,Basal.Plot.ID,Basal.Species,Basal.Diameter,Basal.Height,Basal.Live.Dead,Notes
PP,Forest,11,PISE,3.7,6,A,
PP,Forest,11,PISE,3,4,D,
PP,Forest,11,PISE,3.4,3,D,
PP,Forest,11,PISE,2.3,4,A,
PP,Forest,11,PISE,2.2,5,D,
PP,Forest,11,PISE,2.7,2.5,D,
PP,Forest,11,PISE,2,4,A,
PP,Forest,11,PISE,2.2,5,A,
PP,Forest,11,PISE,3,7,A,
PP,Forest,11,PISE,2.8,5,A,
PP,Forest,11,PISE,1,4,A,
PP,Forest,11,PISE,1,5,A,
PP,Forest,11,PISE,1.5,5,A,
PP,Forest,11,PISE,2.4,6,A,
PP,Forest,11,PISE,4.9,7,A,
PP,Forest,11,PISE,1.5,4,A,
PP,Forest,11,PISE,1,4,A,
PP,Forest,11,PISE,3.5,6,A,
PP,Forest,11,PISE,2.1,5,D,
PP,Forest,11,PISE,1,4,A,
PP,Forest,11,PISE,1.8,4,A,
PP,Forest,11,PISE,6.1,6,A,
PP,Forest,11,PISE,2.8,5,A,
PP,Forest,11,PISE,3.5,6,A,
PP,Forest,11,PISE,2,4,A,
PP,Forest,11,PISE,13.2,5,D,
PP,Forest,11,PISE,1,4,A,
PP,Forest,11,PISE,1.5,5,A,
PP,Forest,11,PISE,4,6,A,
PP,Forest,11,PISE,5,7,A,
PP,Forest,11,PISE,3,6,A,
PP,Forest,11,NYBI,2.5,4,A,
PP,Forest,11,PISE,4,7,A,
PP,Forest,11,PISE,3.2,5,A,
PP,Transition,12,TADI,1.8,4,A,
PP,Transition,12,PISE,1,4,A,
PP,Transition,12,MYCE,1.3,4,A,
PP,Transition,12,PISE,1,4,A,
PP,Transition,12,PISE,1.5,4,A,
PP,Transition,12,PISE,4,5,A,
PP,Transition,12,PISE,4,5,A,
PP,Transition,12,PISE,1.5,2,D,
PP,Transition,12,BAHA,1,4,A,
PP,Transition,12,ACRU,1,5,A,
PP,Transition,12,PISE,2.2,4,A,
PP,Transition,12,PISE,1.8,3,D,
PP,Transition,12,PISE,2.5,5,A,
PP,Transition,12,PISE,2.5,4,D,
PP,Transition,12,PISE,2.5,3,D,
PP,Transition,12,PISE,2.5,4,A,
PP,Transition,12,PISE,2,5,A,
PP,Transition,12,PISE,3,5,A,
PP,Transition,12,PISE,3,6,A,
PP,Transition,12,PISE,1.5,4,A,
PP,Transition,12,PISE,1,2,D,
PP,Transition,12,PISE,3.5,6,A,
PP,Transition,12,PISE,1.5,3,D,
PP,Transition,12,PISE,2,3,D,
PP,Transition,12,PISE,3.5,6,D,
PP,Transition,12,PISE,1.5,2,D,
PP,Transition,12,PISE,3,5,A,
PP,Transition,12,PISE,1.5,4,A,
PP,Transition,12,PISE,1.5,3,A,
PP,Transition,12,PISE,1,3,A,
PP,Transition,12,TADI,3,4,A,
PP,Transition,12,PISE,1,4,A,
PP,Transition,12,TADI,1.8,3.5,A,
PP,Transition,12,MYCE,1,4,A,
PP,Transition,12,PISE,1.5,3,A,
PP,Transition,12,PISE,2.2,5,A,
PP,Transition,12,PISE,1,4,A,
PP,Transition,12,PISE,2.6,5,A,
PP,Transition,12,PISE,2.5,5,A,
PP,Transition,12,MYCE,2.5,4,A,
PP,Transition,12,PISE,4,5,A,
PP,Transition,12,PISE,2,3,A,
PP,Transition,12,MYCE,1.3,4,A,
PP,Transition,12,MYCE,1,4,A,
PP,Transition,12,PISE,4.5,5,A,
PP,Transition,12,PISE,1.5,3,A,
PP,Transition,12,PISE,1,3,A,
PP,Transition,12,PISE,1,3,A,
PP,Transition,12,MYCE,1,3,A,
PP,Transition,12,PISE,3,4,A,
PP,Transition,12,PISE,1.5,3,A,
PP,Transition,12,PISE,1.5,4,A,
PP,Transition,12,PISE,1,3,A,
PP,Transition,12,PISE,2.7,5,A,
PP,Transition,12,PISE,3,6,A,
PP,Transition,12,TADI,3,3,A,
PP,Transition,12,PISE,2,4,A,
PP,Transition,12,PISE,3,5,A,
PP,Transition,12,PISE,2.1,4,A,
PP,Transition,12,PISE,3.5,4.5,A,
PP,Transition,12,PISE,2,3,A,
PP,Transition,12,PISE,1,3,A,
PP,Transition,12,PISE,2.4,5,A,
PP,Transition,12,PISE,2.3,5,A,
PP,Transition,12,PISE,3,6,A,
PP,Transition,12,MYCE,1,3,A,
PP,Transition,12,MYCE,1,3,A,
PP,Transition,12,MYCE,1,3,A,
PP,Transition,12,PISE,1.3,3,A,
PP,Transition,12,PISE,1,3,A,
PP,Transition,12,PISE,1,3,D,
PP,Transition,12,PISE,1,3,A,
PP,Transition,12,PISE,3,4.5,D,
PP,Transition,12,PISE,1,3,A,
PP,Transition,12,PISE,2,4,D,
PP,Transition,12,PISE,3.9,7,A,
PP,Transition,12,PISE,3.6,5,A,
PP,Transition,12,PISE,2,2,D,
PP,Transition,12,PISE,2,4,A,
PP,Transition,12,PISE,2,2,D,
PP,Transition,12,LIST,1,4,A,
PP,Transition,12,LIST,1.5,5,A,
PP,Transition,12,ACRU,1.2,4,A,
PP,Transition,12,MYCE,1,4,A,
PP,Transition,12,PISE,2.7,5,A,
PP,Transition,12,PISE,3,6,A,
PP,Transition,12,ACRU,1,5,A,
PP,Transition,12,PISE,2,5,A,
PP,Transition,12,MYCE,1.3,4,A,
PP,Transition,12,PISE,3.5,5,A,
PP,Transition,12,PISE,3,5,A,
PP,Transition,11,PISE,1,4,A,
PP,Transition,11,PISE,2.2,4,A,
PP,Transition,11,PISE,2,4,A,
PP,Transition,11,MYCE,1.4,4,A,
PP,Transition,11,MYCE,1.3,4,A,
PP,Transition,11,MYCE,1.2,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,PISE,1.5,2.5,D,
PP,Transition,11,PISE,1,4,D,
PP,Transition,11,PISE,1.3,4,A,
PP,Transition,11,MYCE,1.3,3,A,
PP,Transition,11,MYCE,1.3,4,A,
PP,Transition,11,MYCE,1.2,4,A,
PP,Transition,11,PISE,3.8,5,A,
PP,Transition,11,MYCE,1.3,4,A,
PP,Transition,11,MYCE,1.5,4,A,
PP,Transition,11,MYCE,2.1,4,A,
PP,Transition,11,PISE,3,4,A,
PP,Transition,11,PISE,1.8,4,D,
PP,Transition,11,PISE,1,4,A,
PP,Transition,11,PISE,5,5,A,
PP,Transition,11,PISE,1,4,A,
PP,Transition,11,PISE,3.5,5,A,
PP,Transition,11,PISE,1.6,4,A,
PP,Transition,11,PISE,3,5,A,
PP,Transition,11,PISE,1.6,5,A,
PP,Transition,11,PISE,4,5,A,
PP,Transition,11,PISE,1.2,4,A,
PP,Transition,11,PISE,1.2,3,A,
PP,Transition,11,PISE,1,3,A,
PP,Transition,11,MYCE,1,3,A,
PP,Transition,11,MYCE,2.7,5,A,
PP,Transition,11,MYCE,1.2,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,MYCE,1,5,A,
PP,Transition,11,PISE,1,3,D,
PP,Transition,11,ACRU,1,4,A,
PP,Transition,11,ACRU,1,4,A,
PP,Transition,11,PISE,1.6,5,A,
PP,Transition,11,PISE,1.2,4,A,
PP,Transition,11,PISE,3,6,A,
PP,Transition,11,PISE,2.5,5,A,
PP,Transition,11,PISE,1,3,A,
PP,Transition,11,PISE,3.5,5,A,
PP,Transition,11,PISE,1.2,3,D,
PP,Transition,11,PISE,1.5,3,A,
PP,Transition,11,PISE,1.5,2,D,
PP,Transition,11,PISE,2.7,4,A,
PP,Transition,11,PISE,4.5,7,A,
PP,Transition,11,PISE,2.6,4,A,
PP,Transition,11,PISE,1.2,3,D,
PP,Transition,11,MYCE,1,3,A,
PP,Transition,11,MYCE,1,3,A,
PP,Transition,11,PISE,1.2,3,A,
PP,Transition,11,PISE,2,3,A,
PP,Transition,11,PISE,2,3,A,
PP,Transition,11,PISE,3,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,PISE,2.5,5,A,
PP,Transition,11,PISE,2.1,4,A,
PP,Transition,11,PISE,2.5,4,A,
PP,Transition,11,PISE,1,3,A,
PP,Transition,11,ACRU,1,4,A,
PP,Transition,11,PISE,1,2,D,
PP,Transition,11,PISE,1.1,3,A,
PP,Transition,11,PISE,2.8,4,A,
PP,Transition,11,PISE,2,4,A,
PP,Transition,11,PISE,2.5,4,A,
PP,Transition,11,PISE,2,4,A,
PP,Transition,11,PISE,2.5,5,A,
PP,Transition,11,PISE,3.9,5,A,
PP,Transition,11,PISE,1.2,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,MYCE,1.3,4,A,
PP,Transition,11,MYCE,1.3,4,A,
PP,Transition,11,MYCE,1.2,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,MYCE,1.3,4,A,
PP,Transition,11,MYCE,1.2,4,A,
PP,Transition,11,PISE,1.4,3,A,
PP,Transition,11,PISE,2,4,A,
PP,Transition,11,PISE,2.5,4,A,
PP,Transition,11,PISE,3.8,5,A,
PP,Transition,11,MYCE,1,3,A,
PP,Transition,11,MYCE,1,3,A,
PP,Transition,11,MYCE,1,3,A,
PP,Transition,11,MYCE,1,3,A,
PP,Transition,11,PISE,1.5,3.5,A,
PP,Transition,11,MYCE,1,3,A,
PP,Transition,11,NYBI,2.8,4,A,
PP,Transition,11,NYBI,1.5,4,A,
PP,Transition,11,PISE,1,4,A,
PP,Transition,11,PISE,2.5,2,D,
PP,Transition,11,PISE,3,2,D,
PP,Transition,11,PISE,1,3,A,
PP,Transition,11,PISE,3,5,A,
PP,Transition,11,PISE,2.8,5,A,
PP,Transition,11,PISE,1.6,3,A,
PP,Transition,11,PISE,1.6,4,A,
PP,Transition,11,PISE,3,4,A,
PP,Transition,11,MYCE,1.5,4,A,
PP,Transition,11,MYCE,1.5,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,MYCE,1,4,A,
PP,Transition,11,MYCE,1.6,4,A,
PP,Transition,11,PISE,2.5,4,D,
PP,Transition,11,PISE,1.2,3,A,
PP,Transition,11,PISE,2.5,4,A,
PP,Transition,11,PISE,1.2,3,A,
PP,Transition,11,PISE,2,4,A,
PP,Transition,10,MYCE,1.2,3,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,1.8,4,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,MYCE,1,3,D,
PP,Transition,10,PISE,2.2,5,A,
PP,Transition,10,PISE,3,5,A,
PP,Transition,10,PISE,1,3,A,
PP,Transition,10,MYCE,2,5,A,
PP,Transition,10,PISE,1.5,3,A,
PP,Transition,10,PISE,2.4,5,A,
PP,Transition,10,PISE,2.4,5,A,
PP,Transition,10,PISE,3,5,A,
PP,Transition,10,NYBI,1,4,A,
PP,Transition,10,PISE,1.5,5,A,
PP,Transition,10,PISE,1.3,4,A,
PP,Transition,10,PISE,1,3,A,
PP,Transition,10,PISE,5,6,A,
PP,Transition,10,PISE,2.5,4,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,1.2,4,A,
PP,Transition,10,PISE,4,5,A,
PP,Transition,10,ACRU,1,4,A,
PP,Transition,10,PEPA,1,3,A,
PP,Transition,10,PEPA,1,3,A,
PP,Transition,10,PISE,2,4,A,
PP,Transition,10,PISE,4.3,6,A,
PP,Transition,10,MYCE,1,4,A,
PP,Transition,10,PISE,2.9,4,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,MYCE,2.3,4,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,PISE,4.5,5,A,
PP,Transition,10,PISE,2.2,4,A,
PP,Transition,10,PISE,1.9,3,A,
PP,Transition,10,PISE,1.9,2,D,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,PISE,2.2,4,A,
PP,Transition,10,PISE,1,3,D,
PP,Transition,10,PISE,2,5,A,
PP,Transition,10,MYCE,1.5,3,A,
PP,Transition,10,MYCE,1.5,3,A,
PP,Transition,10,MYCE,1.8,3,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,2.1,4,A,
PP,Transition,10,MYCE,2,4,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,PISE,1,2,D,
PP,Transition,10,PISE,1.7,5,D,
PP,Transition,10,PISE,3.3,3,D,
PP,Transition,10,PISE,2.5,2,D,
PP,Transition,10,MYCE,1,2,D,
PP,Transition,10,MYCE,2.5,4,A,
PP,Transition,10,MYCE,1.8,3,A,
PP,Transition,10,MYCE,2,4,A,
PP,Transition,10,MYCE,1,4,A,
PP,Transition,10,MYCE,2,4,A,
PP,Transition,10,MYCE,1,4,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,UNKN,1,3,D,
PP,Transition,10,PISE,1.8,4,A,
PP,Transition,10,PISE,2,5,A,
PP,Transition,10,PISE,2,5,A,
PP,Transition,10,ACRU,1,5,A,
PP,Transition,10,PISE,1,2,D,
PP,Transition,10,MYCE,2,4,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,ACRU,1,4,D,
PP,Transition,10,PISE,4.5,6,A,
PP,Transition,10,PISE,3,5,A,
PP,Transition,10,MYCE,1.7,3,A,
PP,Transition,10,MYCE,1.5,3,A,
PP,Transition,10,MYCE,1.4,3,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,2.2,4,A,
PP,Transition,10,PISE,2,4,A,
PP,Transition,10,PISE,2.5,5,A,
PP,Transition,10,ACRU,1,3,A,
PP,Transition,10,PISE,1.2,3,A,
PP,Transition,10,PISE,2,4,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,PISE,3.5,6,A,
PP,Transition,10,PISE,2.5,5,A,
PP,Transition,10,PISE,4,6,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,MYCE,1.2,4,A,
PP,Transition,10,MYCE,1,4,A,
PP,Transition,10,MYCE,1,4,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,PISE,1.9,5,A,
PP,Transition,10,MYCE,2,5,A,
PP,Transition,10,MYCE,1.1,4,A,
PP,Transition,10,MYCE,1,4,A,
PP,Transition,10,PISE,4,6,A,
PP,Transition,10,MYCE,1,4,A,
PP,Transition,10,MYCE,1,4,A,
PP,Transition,10,MYCE,1,5,A,
PP,Transition,10,PISE,2,5,A,
PP,Transition,10,PISE,1.5,2,D,
PP,Transition,10,ACRU,1.3,3,A,
PP,Transition,10,PISE,3,5,A,
PP,Transition,10,PISE,2.2,3,A,
PP,Transition,10,PISE,2.3,5,A,
PP,Transition,10,MYCE,2,3,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,MYCE,1.8,4,A,
PP,Transition,10,PISE,3.5,5,A,
PP,Transition,10,PISE,3.5,6,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,PISE,3,6,A,
PP,Transition,10,PISE,3.1,5,A,
PP,Transition,10,PISE,3,5,A,
PP,Transition,10,PISE,2.6,5,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,PISE,1.4,4,D,
PP,Transition,10,LIST,1,4,A,
PP,Transition,10,PISE,4.3,5,A,
PP,Transition,10,MYCE,1.2,5,A,
PP,Transition,10,PISE,2,5,A,
PP,Transition,10,PISE,2.4,5,A,
PP,Transition,10,PISE,1.5,4,A,
PP,Transition,10,PISE,1,4,A,
PP,Transition,10,PISE,2.8,4,A,
PP,Transition,10,MYCE,2,3,A,
PP,Transition,10,MYCE,1.5,3,A,
PP,Transition,10,PISE,4.5,5,A,
PP,Transition,10,PISE,1.5,2.5,D,
PP,Transition,10,PISE,2.2,2,D,
PP,Transition,10,PISE,3,4,A,
PP,Transition,10,PISE,2.1,2,D,
PP,Transition,10,PISE,2,4,D,
PP,Transition,10,PISE,1,3,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,3,5,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,2,4,A,
PP,Transition,10,MYCE,1.5,4,A,
PP,Transition,10,PISE,6,6,A,
PP,Transition,10,PISE,3,4,A,
PP,Transition,10,PISE,1,3,A,
PP,Transition,10,PISE,3,5,A,
PP,Transition,10,PISE,2,4,A,
PP,Transition,10,PISE,2,4,A,
PP,Transition,10,PISE,1,4,A,
PP,Transition,10,MYCE,1.5,3,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,MYCE,2,5,A,
PP,Transition,10,PISE,2.5,5,A,
PP,Transition,10,PISE,1,3,A,
PP,Transition,10,PISE,2.5,2,D,
PP,Transition,10,PISE,2,5,A,
PP,Transition,10,PISE,5.1,5,A,
PP,Transition,10,PISE,3.5,5,A,
PP,Transition,10,MYCE,1,3,A,
PP,Transition,10,PISE,1.2,2,D,
PP,Transition,10,PISE,3,4,A,
PP,Transition,10,MYCE,1.8,3,A,
PP,Transition,10,MYCE,1,3,A,
SQ,Transition,7,NA,,,,
SQ,Marsh,5,NA,,,,
SQ,Marsh,4,PINE,6,3.5,D,
SQ,Marsh,1,UNKNown,4.3,2,D,
SQ,Marsh,1,UNKNown,2.1,2,D,
SW,Forest,5,PISE,8.2,15,D,
SW,Forest,5,PISE,4.8,4,D,
SW,Forest,5,PISE,6,5,D,
SW,Forest,5,PISE,7.4,11,D,
SW,Forest,5,PISE,9.8,11,D,
SW,Forest,7,PISE,12.3,17,A,
SW,Forest,7,PEPA,1,4,A,
SW,Forest,7,MYCE,1,4,A,
SW,Forest,7,MYCE,1.3,4,A,
SW,Forest,7,MYCE,1,3,A,
SW,Forest,7,ILDP,1,3,A,
SW,Forest,7,PISE,1,3,A,
SW,Forest,7,MYCE,1,4,A,
SW,Forest,7,PISE,1,3,D,
SW,Forest,7,MYCE,1,4,D,
SW,Forest,7,MYCE,1.5,4,A,
SW,Forest,7,MYCE,1,4,A,
SW,Forest,7,MYCE,2,4,A,
SW,Forest,7,PISE,2.6,4,A,
SW,Forest,7,MYCE,2.5,5,D,
SW,Forest,7,MYCE,1,4,D,
SW,Forest,7,MYCE,1.5,4,D,
SW,Forest,7,MYCE,1,4,D,
SW,Forest,7,PISE,10.5,21,A,
SW,Forest,7,MYCE,1.5,3,A,
SW,Forest,7,MYCE,1.5,4,A,
SW,Forest,7,MYCE,2,4,A,
SW,Forest,7,MYCE,1,4,A,
SW,Forest,7,MYCE,1,4,D,
SW,Forest,7,MYCE,1.5,4,D,
SW,Forest,7,MYCE,1.5,5,A,
SW,Forest,7,MYCE,1,4,A,
SW,Forest,7,MYCE,1.5,4,A,
SW,Forest,7,PISE,2.2,5,A,
SW,Forest,7,PISE,2.7,4,A,
SW,Forest,7,MYCE,1.8,4,A,
SW,Forest,7,MYCE,1,4,D,
SW,Forest,7,MYCE,1.5,4,D,
SW,Forest,7,PISE,1,3,D,
SW,Forest,7,MYCE,1.3,4,A,
SW,Forest,7,MYCE,1.3,3,A,
SW,Forest,7,MYCE,1.5,4,A,
SW,Forest,7,MYCE,1,3,A,
SW,Forest,7,MYCE,1.5,5,A,
SW,Forest,7,PISE,8.5,13,A,
SW,Forest,7,PISE,9,3,D,
SW,Forest,7,PISE,9,15,A,
SW,Forest,7,PISE,9,16,A,
SW,Forest,7,PISE,9.1,18,A,
SW,Forest,7,PISE,11.8,20,A,
SW,Forest,7,PISE,4.6,6,A,
SW,Forest,7,PISE,14,16,A,
SW,Forest,7,PISE,1.2,4,D,
SW,Forest,7,MYCE,2,5,A,
SW,Forest,3,PISE,8.7,14,A,
SW,Forest,3,PISE,4.7,6,D,
SW,Forest,3,PISE,6.5,6,D,
SW,Forest,3,PISE,3.5,4,D,
SW,Forest,3,PISE,7.5,13,A,
SW,Forest,3,PISE,8.5,8,D,
SW,Forest,3,PISE,5.6,14,D,
SW,Forest,3,PISE,2.5,5,D,
SW,Forest,3,PISE,6,3,D,
SW,Forest,3,PISE,9.9,17,A,
SW,Forest,3,PISE,7.1,12,A,
SW,Forest,3,PISE,6,11,A,
SW,Forest,3,PISE,7.8,13,A,
SW,Forest,3,PISE,6,14,A,
SW,Forest,3,PISE,6.5,15,A,
SW,Forest,3,MYCE,1.8,4,A,
SW,Forest,3,MYCE,1.1,3,A,
SW,Forest,3,MYCE,1,3,A,
SW,Forest,3,PISE,8,12,D,
SW,Forest,3,PISE,7.6,10,D,
SW,Forest,3,PISE,5.5,11,A,
SW,Forest,3,PISE,8.5,12,A,
SW,Forest,3,PISE,8.2,12,A,
SW,Forest,3,PISE,4.6,7,A,
SW,Forest,3,QUVI,6.2,6,A,
SW,Forest,3,PISE,4.2,6,A,
SW,Forest,4,PISE,1.8,3,D,
SW,Forest,4,UNKN,1.5,2,D,
SW,Forest,4,PISE,5,4,D,
SW,Forest,4,PISE,1.8,3,A,
SW,Forest,4,MYCE,1,4,A,
SW,Forest,4,MYCE,1,4,A,
SW,Forest,4,UNKN,3.7,7,D,
SW,Forest,4,MYCE,1.8,3,A,
SW,Forest,4,MYCE,2.6,4,D,
SW,Forest,4,MYCE,1,3,A,
SW,Forest,4,MYCE,1.6,4,A,
SW,Forest,4,PISE,1,3,A,
SW,Forest,4,PISE,9.7,20,A,
SW,Forest,4,PISE,5.4,11,A,
SW,Forest,4,MYCE,2.7,5,A,
SW,Forest,4,NYBI,2,4,A,
SW,Forest,4,PISE,11.2,18,D,
SW,Forest,4,MYCE,1.5,3,A,
SW,Forest,4,MYCE,1.5,3,A,
SW,Forest,4,MYCE,1.5,3,A,
SW,Forest,4,PISE,12.8,20,A,
SW,Forest,4,MYCE,2.2,4,D,
SW,Forest,4,PISE,10.7,18,D,
SW,Forest,4,PISE,2.5,5,D,
SW,Forest,4,PISE,2,4,D,
SW,Forest,4,PISE,14.2,21,A,
SW,Forest,4,MYCE,1,4,A,
SW,Forest,4,MYCE,1,4,D,
SW,Forest,4,MYCE,1,4,A,
SW,Forest,4,MYCE,1.2,4,D,
SW,Forest,4,MYCE,1,4,D,
SW,Forest,4,PISE,15.3,22,A,
SW,Forest,4,PISE,8.8,17,D,
SW,Forest,4,MYCE,2.3,5,A,
SW,Forest,4,MYCE,1,4,D,
SW,Forest,4,MYCE,2,5,A,
SW,Forest,4,PISE,8.9,19,A,
SW,Forest,4,MYCE,1,3,D,
SW,Forest,4,MYCE,3.4,5,A,
SW,Forest,4,MYCE,1.2,3,A,
SW,Forest,4,MYCE,1,4,A,
SW,Forest,4,MYCE,2,5,A,
SW,Forest,4,MYCE,1.8,5,A,
SW,Forest,4,MYCE,2,5,A,
SW,Forest,4,PISE,10.7,16,D,
SW,Forest,4,QUVI,5,5,A,
SW,Forest,4,PISE,18.1,19,A,Flat Topped
SW,Forest,4,PISE,7.1,11,A,
SW,Forest,2,PISE,6,7,A,
SW,Forest,2,PISE,7.5,10,A,
SW,Forest,2,PISE,10.2,13,A,
SW,Forest,2,PISE,8,11,A,
SW,Forest,2,NYBI,4.2,5,A,
SW,Forest,2,MYCE,1,4,A,
SW,Forest,2,MYCE,1,4,A,
SW,Forest,2,MYCE,1,4,A,
SW,Forest,2,MYCE,1,4,A,
SW,Forest,2,NYBI,6,6,A,
SW,Forest,2,PISE,11.5,13,A,
SW,Forest,2,PISE,7.1,12,A,
SW,Forest,2,MYCE,1,2.5,A,
SW,Forest,2,MYCE,1,2.5,A,
SW,Forest,2,MYCE,1,3,A,
SW,Forest,2,PISE,6.5,12,A,
SW,Forest,2,NYBI,5.2,7,A,
SW,Forest,2,PISE,8.2,3,A,
SW,Forest,2,PISE,6.4,10,A,
SW,Forest,2,PISE,7.4,13,A,
SW,Forest,2,PISE,12.9,15,A,
SW,Forest,2,PISE,10.2,16,A,
SW,Forest,2,MYCE,1,3,A,
SW,Forest,2,PISE,8.5,16,A,
SW,Forest,2,PISE,9.5,14,D,
SW,Forest,2,PISE,5.6,9,D,
SW,Forest,2,PISE,5.5,8,A,
SW,Forest,2,PISE,7.2,17,A,
SW,Forest,2,MYCE,1,3,A,
SW,Forest,2,PISE,3,4,A,
SW,Forest,2,PISE,6.2,14,A,
SW,Forest,2,PISE,7.1,13,A,
SW,Forest,2,PISE,5.2,6,A,
SW,Forest,2,PISE,7.5,18,A,
SW,Forest,2,PISE,9.4,19,A,
SW,Transition,2,UNKN,1.8,2.5,D,
SW,Transition,2,UNKN,1,1.8,D,
SW,Transition,4,PINE,6.4,2.5,D,
SW,Transition,5,NONE,,,,
LS,Marsh,5,NONE,,,,
LS,Marsh,1,NONE,,,,
LS,Marsh,2,UNKN,2,1.5,D,
LS,Marsh,2,UNKN,1.7,1.7,D,
LS,Transition,2,NONE,,,,
LS,Forest,5,UNKN,1.6,3,D,
LS,Forest,5,UNKN,1,2,D,
LS,Forest,5,PINE,4.1,2,D,
LS,Forest,5,PINE,5.8,6,D,
LS,Forest,5,PINE,3.1,1.8,D,
LS,Transition,6,NONE,,,,
LS,Transition,6,PINE,1.9,3,D,
LS,Transition,6,PINE,4.1,5,D,
LS,Transition,6,PINE,2.6,2,D,
LS,Transition,6,PINE,4.8,5,D,
LS,Transition,6,PINE,1,2,D,
LS,Transition,3,NONE,,,,
LS,Transition,5,NONE,,,,
LS,Transition,1,NONE,,,,
SW,Forest,1,PITA,11.2,17,A,
SW,Forest,1,PITA,8.5,18,A,
SW,Forest,1,PITA,11.2,16,A,
SW,Forest,1,PITA,9,15,A,
SW,Forest,1,PITA,1.2,3,A,
SW,Forest,1,PITA,3.4,6,A,
SW,Forest,1,PITA,6.7,9,A,
SW,Forest,1,PITA,8.3,15,A,
SW,Forest,1,PITA,1,4,A,
SW,Forest,1,PITA,9.3,15,A,
SW,Forest,1,PITA,3.6,3,D,
SW,Forest,1,PITA,6.1,12,A,
SW,Forest,1,PITA,6.2,11,D,
SW,Forest,1,PITA,10,15,A,
SW,Forest,1,UNKN,2.2,3,D,
SW,Forest,1,PITA,10.7,16,A,
SW,Forest,1,UNKN,2.1,2,D,
SW,Forest,1,PITA,7.6,5,D,
SW,Forest,1,UNKN,2.8,2,D,
SW,Forest,1,PITA,7.5,15,D,
SW,Forest,1,PITA,5,2,D,
SW,Forest,1,PITA,6.5,13,A,
SW,Forest,1,PITA,8.1,17,A,
SW,Forest,1,PITA,7.5,15,A,
SW,Forest,1,PITA,7,15,A,
SW,Forest,1,PITA,7.8,16,A,
SW,Forest,1,PITA,9.7,16,A,
SW,Forest,1,PITA,11.9,17,A,
SW,Forest,6,PITA,8.1,16,A,
SW,Forest,6,MYCE,1,3,D,
SW,Forest,6,MYCE,1,3,A,
SW,Forest,6,MYCE,1.3,3,D,
SW,Forest,6,MYCE,1,3,D,
SW,Forest,6,PINE,6.6,3,D,
SW,Forest,6,UNKN,3.7,3,D,
SW,Forest,6,PITA,10.2,14,A,
SW,Forest,6,PITA,2.3,4,A,
SW,Forest,6,PITA,2.3,4,A,
SW,Forest,6,PITA,1,3,A,
SW,Forest,6,PITA,2,4,A,
SW,Forest,6,PITA,2,3,D,
SW,Forest,6,PITA,1,3,D,
SW,Forest,6,PITA,8.1,15,A,
SW,Forest,6,MYCE,1,3,D,
SW,Forest,6,PITA,8,16,A,
SW,Forest,6,MYCE,1.5,3,D,
SW,Forest,6,MYCE,1.4,3,D,
SW,Forest,6,MYCE,1.5,4,A,
SW,Forest,6,MYCE,2,4,A,
SW,Forest,6,MYCE,1.8,4,D,
SW,Forest,6,MYCE,2,4,D,
SW,Forest,6,UNKN,2,2,D,
SW,Forest,6,PITA,8.2,14,A,
SW,Forest,6,PITA,10.5,14,A,
SW,Forest,6,PITA,1,3,A,
SW,Forest,6,MYCE,1,3,A,
SW,Forest,6,PITA,1,3,D,
SW,Forest,6,PITA,2.5,4,A,
